product_id,product_name,return_reason,product_category,order_count,return_count,total_refunded,avg_refund,return_rate_percent
698,"classic anthology","no longer needed",books,50,2,1542.75,771.38,4.0
698,"classic anthology","wrong item",books,50,2,2159.85,1079.92,4.0
810,"classic novel",defective,books,50,2,388.02,194.01,4.0
810,"classic novel","found a better price",books,50,2,1746.09,873.04,4.0
810,"classic novel","item arrived late",books,50,2,970.05,485.02,4.0
810,"classic novel","no longer needed",books,50,2,970.05,485.02,4.0
892,"modern anthology","no longer needed",books,50,2,1877.55,938.77,4.0
935,"illustrated novel","arrived damaged",books,50,2,465.12,232.56,4.0
935,"illustrated novel","wrong item",books,50,2,1627.92,813.96,4.0
1091,"classic novel","changed mind",books,50,2,340.44,170.22,4.0
1139,"modern guide","changed mind",books,50,2,72.12,36.06,4.0
1139,"modern guide",defective,books,50,2,288.48,144.24,4.0
1139,"modern guide","product did not match description",books,50,2,324.54,162.27,4.0
1246,"classic memoir",defective,books,50,2,1363.53,681.76,4.0
1246,"classic memoir","no longer needed",books,50,2,4090.59,2045.3,4.0
1246,"classic memoir","product did not match description",books,50,2,909.02,454.51,4.0
171,"modern anthology","wrong item",books,51,2,1387.84,693.92,3.92
405,"modern guide",defective,books,51,2,522.27,261.13,3.92
405,"modern guide","item arrived late",books,51,2,373.05,186.53,3.92
405,"modern guide","product did not match description",books,51,2,522.27,261.13,3.92
541,"illustrated memoir","product did not match description",books,51,2,559.2,279.6,3.92
544,"classic guide",defective,books,51,2,549.18,274.59,3.92
544,"classic guide","found a better price",books,51,2,457.65,228.82,3.92
544,"classic guide","wrong item",books,51,2,274.59,137.3,3.92
700,"modern guide",defective,books,51,2,3927.87,1963.93,3.92
783,"modern guide",defective,books,51,2,741.87,370.94,3.92
783,"modern guide","item arrived late",books,51,2,1483.74,741.87,3.92
783,"modern guide","product did not match description",books,51,2,1978.32,989.16,3.92
813,"modern anthology","item arrived late",books,51,2,916.84,458.42,3.92
823,"illustrated guide","changed mind",books,51,2,299.64,149.82,3.92
909,"illustrated memoir","arrived damaged",books,51,2,1687.84,843.92,3.92
909,"illustrated memoir",defective,books,51,2,964.48,482.24,3.92
909,"illustrated memoir","found a better price",books,51,2,964.48,482.24,3.92
909,"illustrated memoir","product did not match description",books,51,2,482.24,241.12,3.92
1056,"illustrated guide","arrived damaged",books,51,2,713.25,356.63,3.92
1056,"illustrated guide","found a better price",books,51,2,2139.75,1069.88,3.92
1095,"classic memoir","arrived damaged",books,51,2,107.37,53.69,3.92
1095,"classic memoir","no longer needed",books,51,2,357.9,178.95,3.92
1095,"classic memoir","product did not match description",books,51,2,107.37,53.69,3.92
1095,"classic memoir","wrong item",books,51,2,71.58,35.79,3.92
1129,"illustrated anthology","arrived damaged",books,51,2,407.44,203.72,3.92
1129,"illustrated anthology","wrong item",books,51,2,509.3,254.65,3.92
1141,"illustrated anthology","arrived damaged",books,51,2,230.4,115.2,3.92
1142,"classic anthology","found a better price",books,51,2,1195.32,597.66,3.92
1142,"classic anthology","wrong item",books,51,2,1593.76,796.88,3.92
1175,"illustrated anthology","arrived damaged",books,51,2,549.6,274.8,3.92
1175,"illustrated anthology","found a better price",books,51,2,549.6,274.8,3.92
1175,"illustrated anthology","product did not match description",books,51,2,549.6,274.8,3.92
9,"hardcover anthology","arrived damaged",books,52,2,1866.16,933.08,3.85
9,"hardcover anthology","changed mind",books,52,2,1166.35,583.18,3.85
9,"hardcover anthology",defective,books,52,2,1166.35,583.18,3.85
9,"hardcover anthology","found a better price",books,52,2,699.81,349.91,3.85
51,"illustrated novel","changed mind",books,52,2,416.84,208.42,3.85
51,"illustrated novel","no longer needed",books,52,2,1667.36,833.68,3.85
103,"illustrated memoir","changed mind",books,52,2,1113.78,556.89,3.85
103,"illustrated memoir",defective,books,52,2,1113.78,556.89,3.85
103,"illustrated memoir","found a better price",books,52,2,2970.08,1485.04,3.85
103,"illustrated memoir","product did not match description",books,52,2,2227.56,1113.78,3.85
103,"illustrated memoir","wrong item",books,52,2,2970.08,1485.04,3.85
266,"hardcover guide","changed mind",books,52,2,289.62,144.81,3.85
266,"hardcover guide",defective,books,52,2,96.54,48.27,3.85
266,"hardcover guide","found a better price",books,52,2,257.44,128.72,3.85
275,"classic memoir",defective,books,52,2,2768.94,1384.47,3.85
275,"classic memoir","found a better price",books,52,2,1845.96,922.98,3.85
455,"modern novel","item arrived late",books,52,2,863.48,431.74,3.85
455,"modern novel","no longer needed",books,52,2,2158.7,1079.35,3.85
505,"illustrated memoir","arrived damaged",books,52,2,640.86,320.43,3.85
505,"illustrated memoir","changed mind",books,52,2,2243.01,1121.51,3.85
617,"illustrated anthology","arrived damaged",books,52,2,1632.61,816.31,3.85
617,"illustrated anthology","no longer needed",books,52,2,699.69,349.84,3.85
617,"illustrated anthology","product did not match description",books,52,2,699.69,349.84,3.85
655,"modern novel","item arrived late",books,52,2,1973.8,986.9,3.85
836,"hardcover guide","changed mind",books,52,2,1845.72,922.86,3.85
1035,"hardcover novel","arrived damaged",books,52,2,387.54,193.77,3.85
1035,"hardcover novel",defective,books,52,2,387.54,193.77,3.85
1035,"hardcover novel","item arrived late",books,52,2,215.3,107.65,3.85
1035,"hardcover novel","product did not match description",books,52,2,86.12,43.06,3.85
1081,"classic anthology","arrived damaged",books,52,2,2503.98,1251.99,3.85
1081,"classic anthology","no longer needed",books,52,2,1669.32,834.66,3.85
1081,"classic anthology","product did not match description",books,52,2,3338.64,1669.32,3.85
1203,"hardcover anthology","arrived damaged",books,52,2,306.16,153.08,3.85
1203,"hardcover anthology",defective,books,52,2,612.32,306.16,3.85
547,"illustrated anthology","arrived damaged",books,79,3,1117.92,372.64,3.8
547,"illustrated anthology","found a better price",books,79,3,1863.2,621.07,3.8
99,"hardcover anthology","found a better price",books,53,2,1297.65,648.83,3.77
99,"hardcover anthology","product did not match description",books,53,2,1557.18,778.59,3.77
99,"hardcover anthology","wrong item",books,53,2,778.59,389.29,3.77
353,"classic novel","arrived damaged",books,53,2,1010.1,505.05,3.77
353,"classic novel",defective,books,53,2,1010.1,505.05,3.77
353,"classic novel","item arrived late",books,53,2,2693.6,1346.8,3.77
353,"classic novel","product did not match description",books,53,2,673.4,336.7,3.77
362,"classic anthology","arrived damaged",books,53,2,266.24,133.12,3.77
362,"classic anthology","found a better price",books,53,2,266.24,133.12,3.77
539,"hardcover anthology","no longer needed",books,53,2,735.24,367.62,3.77
552,"hardcover anthology",defective,books,53,2,422.16,211.08,3.77
586,"hardcover anthology","arrived damaged",books,53,2,1228.05,614.03,3.77
586,"hardcover anthology",defective,books,53,2,1473.66,736.83,3.77
639,"classic novel","arrived damaged",books,53,2,2207.28,1103.64,3.77
691,"modern novel","arrived damaged",books,53,2,1327.62,663.81,3.77
691,"modern novel",defective,books,53,2,948.3,474.15,3.77
845,"illustrated memoir",defective,books,53,2,1314.42,657.21,3.77
845,"illustrated memoir","wrong item",books,53,2,1095.35,547.67,3.77
893,"classic novel","changed mind",books,53,2,138.96,69.48,3.77
913,"modern guide","arrived damaged",books,53,2,1487.52,743.76,3.77
1003,"classic guide","product did not match description",books,53,2,1078.28,539.14,3.77
1055,"hardcover novel","changed mind",books,53,2,853.08,426.54,3.77
1055,"hardcover novel","wrong item",books,53,2,1279.62,639.81,3.77
98,"illustrated memoir","arrived damaged",books,54,2,25.74,12.87,3.7
98,"illustrated memoir","changed mind",books,54,2,51.48,25.74,3.7
98,"illustrated memoir","no longer needed",books,54,2,60.06,30.03,3.7
221,"hardcover guide","arrived damaged",books,54,2,1054.14,527.07,3.7
221,"hardcover guide",defective,books,54,2,1054.14,527.07,3.7
221,"hardcover guide","found a better price",books,54,2,878.45,439.23,3.7
296,"hardcover novel","arrived damaged",books,54,2,1258.68,629.34,3.7
296,"hardcover novel","changed mind",books,54,2,1888.02,944.01,3.7
296,"hardcover novel",defective,books,54,2,944.01,472.0,3.7
296,"hardcover novel","item arrived late",books,54,2,2202.69,1101.35,3.7
323,"hardcover guide","changed mind",books,54,2,2631.24,1315.62,3.7
323,"hardcover guide","found a better price",books,54,2,3069.78,1534.89,3.7
396,"modern guide","arrived damaged",books,54,2,2125.44,1062.72,3.7
396,"modern guide","no longer needed",books,54,2,3188.16,1594.08,3.7
396,"modern guide","product did not match description",books,54,2,2479.68,1239.84,3.7
473,"hardcover memoir","item arrived late",books,54,2,1146.78,573.39,3.7
473,"hardcover memoir","product did not match description",books,54,2,955.65,477.82,3.7
558,"modern novel","found a better price",books,54,2,1126.2,563.1,3.7
558,"modern novel","wrong item",books,54,2,450.48,225.24,3.7
852,"classic anthology","product did not match description",books,54,2,394.36,197.18,3.7
84,"modern memoir",defective,books,55,2,987.08,493.54,3.64
84,"modern memoir","found a better price",books,55,2,2961.24,1480.62,3.64
84,"modern memoir","no longer needed",books,55,2,4935.4,2467.7,3.64
233,"hardcover guide","changed mind",books,55,2,1306.2,653.1,3.64
233,"hardcover guide",defective,books,55,2,1088.5,544.25,3.64
402,"illustrated novel",defective,books,55,2,269.1,134.55,3.64
402,"illustrated novel","found a better price",books,55,2,89.7,44.85,3.64
580,"classic guide","product did not match description",books,55,2,1192.35,596.17,3.64
676,"classic guide","changed mind",books,55,2,1350.0,675.0,3.64
676,"classic guide","no longer needed",books,55,2,945.0,472.5,3.64
676,"classic guide","wrong item",books,55,2,270.0,135.0,3.64
949,"modern anthology","found a better price",books,55,2,1975.48,987.74,3.64
949,"modern anthology","no longer needed",books,55,2,1975.48,987.74,3.64
949,"modern anthology","wrong item",books,55,2,1975.48,987.74,3.64
1000,"hardcover anthology","changed mind",books,55,2,2317.92,1158.96,3.64
1089,"modern novel","found a better price",books,55,2,1049.02,524.51,3.64
1128,"classic novel","changed mind",books,55,2,1084.32,542.16,3.64
1128,"classic novel",defective,books,55,2,2168.64,1084.32,3.64
1128,"classic novel","item arrived late",books,55,2,2168.64,1084.32,3.64
1279,"classic guide","arrived damaged",books,55,2,1285.2,642.6,3.64
1286,"modern memoir","changed mind",books,55,2,2001.75,1000.88,3.64
1286,"modern memoir","wrong item",books,55,2,2802.45,1401.22,3.64
150,"classic anthology","arrived damaged",books,56,2,2292.12,1146.06,3.57
259,"modern novel","changed mind",books,56,2,1004.72,502.36,3.57
259,"modern novel",defective,books,56,2,2009.44,1004.72,3.57
264,"hardcover novel","changed mind",books,56,2,895.65,447.83,3.57
264,"hardcover novel","found a better price",books,56,2,597.1,298.55,3.57
264,"hardcover novel","no longer needed",books,56,2,1492.75,746.38,3.57
264,"hardcover novel","wrong item",books,56,2,1194.2,597.1,3.57
287,"illustrated novel","arrived damaged",books,56,2,267.3,133.65,3.57
287,"illustrated novel","found a better price",books,56,2,801.9,400.95,3.57
443,"modern novel","wrong item",books,56,2,3580.16,1790.08,3.57
540,"modern guide","found a better price",books,56,2,4307.67,2153.84,3.57
540,"modern guide","no longer needed",books,56,2,2871.78,1435.89,3.57
619,"modern guide","changed mind",books,56,2,839.16,419.58,3.57
619,"modern guide",defective,books,56,2,2937.06,1468.53,3.57
619,"modern guide","found a better price",books,56,2,1678.32,839.16,3.57
619,"modern guide","wrong item",books,56,2,2517.48,1258.74,3.57
733,"hardcover memoir","changed mind",books,56,2,3959.3,1979.65,3.57
733,"hardcover memoir","no longer needed",books,56,2,1979.65,989.83,3.57
848,"modern anthology","no longer needed",books,56,2,1340.1,670.05,3.57
986,"illustrated novel","no longer needed",books,56,2,605.9,302.95,3.57
989,"hardcover guide","arrived damaged",books,56,2,1215.72,607.86,3.57
989,"hardcover guide","changed mind",books,56,2,3647.16,1823.58,3.57
989,"hardcover guide","no longer needed",books,56,2,1620.96,810.48,3.57
1111,"modern memoir","changed mind",books,56,2,832.22,416.11,3.57
7,"illustrated memoir","arrived damaged",books,57,2,1451.8,725.9,3.51
7,"illustrated memoir","changed mind",books,57,2,1451.8,725.9,3.51
100,"hardcover anthology","item arrived late",books,57,2,1345.44,672.72,3.51
100,"hardcover anthology","no longer needed",books,57,2,1793.92,896.96,3.51
106,"classic anthology","arrived damaged",books,57,2,2566.68,1283.34,3.51
106,"classic anthology","changed mind",books,57,2,1711.12,855.56,3.51
106,"classic anthology","no longer needed",books,57,2,1283.34,641.67,3.51
106,"classic anthology","product did not match description",books,57,2,2138.9,1069.45,3.51
782,"hardcover guide","found a better price",books,57,2,228.05,114.03,3.51
782,"hardcover guide","wrong item",books,57,2,228.05,114.03,3.51
937,"modern guide","changed mind",books,57,2,825.36,412.68,3.51
937,"modern guide","product did not match description",books,57,2,1100.48,550.24,3.51
937,"modern guide","wrong item",books,57,2,2200.96,1100.48,3.51
102,"classic guide","arrived damaged",books,58,2,554.4,277.2,3.45
102,"classic guide","changed mind",books,58,2,2772.0,1386.0,3.45
102,"classic guide",defective,books,58,2,2772.0,1386.0,3.45
107,"modern memoir","item arrived late",books,58,2,1402.68,701.34,3.45
107,"modern memoir","no longer needed",books,58,2,1870.24,935.12,3.45
192,"hardcover novel","changed mind",books,58,2,2254.5,1127.25,3.45
192,"hardcover novel",defective,books,58,2,1127.25,563.63,3.45
310,"classic memoir","found a better price",books,58,2,615.12,307.56,3.45
668,"illustrated anthology","arrived damaged",books,58,2,773.22,386.61,3.45
668,"illustrated anthology",defective,books,58,2,773.22,386.61,3.45
685,"modern guide","changed mind",books,58,2,335.85,167.93,3.45
685,"modern guide",defective,books,58,2,335.85,167.93,3.45
685,"modern guide","item arrived late",books,58,2,671.7,335.85,3.45
907,"modern memoir","arrived damaged",books,58,2,513.92,256.96,3.45
907,"modern memoir",defective,books,58,2,449.68,224.84,3.45
907,"modern memoir","found a better price",books,58,2,513.92,256.96,3.45
907,"modern memoir","item arrived late",books,58,2,192.72,96.36,3.45
907,"modern memoir","product did not match description",books,58,2,449.68,224.84,3.45
954,"classic anthology","arrived damaged",books,58,2,1416.85,708.42,3.45
954,"classic anthology","item arrived late",books,58,2,850.11,425.06,3.45
239,"hardcover memoir","changed mind",books,59,2,1246.05,623.02,3.39
239,"hardcover memoir","found a better price",books,59,2,747.63,373.81,3.39
239,"hardcover memoir","item arrived late",books,59,2,996.84,498.42,3.39
659,"illustrated anthology","found a better price",books,59,2,196.56,98.28,3.39
659,"illustrated anthology","no longer needed",books,59,2,140.4,70.2,3.39
659,"illustrated anthology","wrong item",books,59,2,140.4,70.2,3.39
723,"hardcover novel","found a better price",books,59,2,1129.6,564.8,3.39
723,"hardcover novel","product did not match description",books,59,2,423.6,211.8,3.39
745,"hardcover novel","product did not match description",books,59,2,532.98,266.49,3.39
745,"hardcover novel","wrong item",books,59,2,1065.96,532.98,3.39
900,"hardcover novel","no longer needed",books,59,2,2004.9,1002.45,3.39
900,"hardcover novel","wrong item",books,59,2,2339.05,1169.53,3.39
915,"hardcover memoir","found a better price",books,59,2,2146.83,1073.41,3.39
915,"hardcover memoir","wrong item",books,59,2,920.07,460.03,3.39
995,"modern anthology","arrived damaged",books,59,2,2291.24,1145.62,3.39
995,"modern anthology",defective,books,59,2,1963.92,981.96,3.39
995,"modern anthology","no longer needed",books,59,2,2618.56,1309.28,3.39
1037,"modern novel","found a better price",books,59,2,293.26,146.63,3.39
1172,"modern memoir","wrong item",books,59,2,1476.35,738.17,3.39
101,"hardcover guide",defective,books,60,2,993.93,496.97,3.33
101,"hardcover guide","item arrived late",books,60,2,993.93,496.97,3.33
101,"hardcover guide","no longer needed",books,60,2,1325.24,662.62,3.33
101,"hardcover guide","product did not match description",books,60,2,1656.55,828.27,3.33
325,"classic memoir","no longer needed",books,60,2,593.88,296.94,3.33
911,"illustrated anthology","changed mind",books,60,2,422.52,211.26,3.33
911,"illustrated anthology",defective,books,60,2,422.52,211.26,3.33
958,"classic guide","found a better price",books,60,2,658.92,329.46,3.33
958,"classic guide","item arrived late",books,60,2,1647.3,823.65,3.33
1119,"classic novel","changed mind",books,60,2,2410.17,1205.09,3.33
83,"hardcover guide",defective,books,61,2,72.1,36.05,3.28
83,"hardcover guide","found a better price",books,61,2,57.68,28.84,3.28
418,"illustrated memoir",defective,books,61,2,1736.2,868.1,3.28
418,"illustrated memoir","product did not match description",books,61,2,1736.2,868.1,3.28
440,"modern anthology","changed mind",books,61,2,1813.9,906.95,3.28
440,"modern anthology","item arrived late",books,61,2,2176.68,1088.34,3.28
1205,"modern anthology",defective,books,61,2,1232.52,616.26,3.28
1205,"modern anthology","no longer needed",books,61,2,1643.36,821.68,3.28
88,"illustrated guide","arrived damaged",books,62,2,1873.4,936.7,3.23
88,"illustrated guide","changed mind",books,62,2,1498.72,749.36,3.23
88,"illustrated guide","wrong item",books,62,2,1498.72,749.36,3.23
477,"classic novel","changed mind",books,62,2,2310.0,1155.0,3.23
477,"classic novel","item arrived late",books,62,2,1925.0,962.5,3.23
477,"classic novel","product did not match description",books,62,2,2695.0,1347.5,3.23
838,"classic novel",defective,books,63,2,1069.86,534.93,3.17
838,"classic novel","item arrived late",books,63,2,1069.86,534.93,3.17
1001,"modern novel","arrived damaged",books,63,2,2025.52,1012.76,3.17
1001,"modern novel",defective,books,63,2,2314.88,1157.44,3.17
1001,"modern novel","found a better price",books,63,2,2025.52,1012.76,3.17
1001,"modern novel","product did not match description",books,63,2,868.08,434.04,3.17
1001,"modern novel","wrong item",books,63,2,1157.44,578.72,3.17
1005,"classic anthology","changed mind",books,64,2,1972.9,986.45,3.13
1005,"classic anthology","product did not match description",books,64,2,1972.9,986.45,3.13
333,"illustrated anthology","changed mind",books,65,2,2771.52,1385.76,3.08
466,"hardcover memoir","arrived damaged",books,33,1,1072.92,1072.92,3.03
466,"hardcover memoir",defective,books,33,1,715.28,715.28,3.03
466,"hardcover memoir","item arrived late",books,33,1,715.28,715.28,3.03
466,"hardcover memoir","wrong item",books,33,1,357.64,357.64,3.03
1112,"classic guide","no longer needed",books,66,2,2575.3,1287.65,3.03
1134,"illustrated memoir","item arrived late",books,66,2,226.03,113.02,3.03
1134,"illustrated memoir","no longer needed",books,66,2,258.32,129.16,3.03
313,"illustrated guide","found a better price",books,67,2,374.28,187.14,2.99
313,"illustrated guide","wrong item",books,67,2,280.71,140.35,2.99
713,"illustrated novel","arrived damaged",books,67,2,2747.84,1373.92,2.99
713,"illustrated novel","changed mind",books,67,2,1373.92,686.96,2.99
1252,"classic anthology","found a better price",books,67,2,2677.5,1338.75,2.99
18,"hardcover guide",defective,books,34,1,137.7,137.7,2.94
18,"hardcover guide","item arrived late",books,34,1,137.7,137.7,2.94
18,"hardcover guide","no longer needed",books,34,1,68.85,68.85,2.94
18,"hardcover guide","product did not match description",books,34,1,137.7,137.7,2.94
174,"classic memoir","wrong item",books,68,2,2147.75,1073.88,2.94
527,"modern guide",defective,books,68,2,249.55,124.77,2.94
527,"modern guide","no longer needed",books,68,2,399.28,199.64,2.94
568,"classic anthology","arrived damaged",books,68,2,925.56,462.78,2.94
568,"classic anthology","found a better price",books,68,2,1156.95,578.47,2.94
568,"classic anthology","product did not match description",books,68,2,1388.34,694.17,2.94
568,"classic anthology","wrong item",books,68,2,1388.34,694.17,2.94
1219,"hardcover guide","arrived damaged",books,34,1,423.94,423.94,2.94
1219,"hardcover guide",defective,books,34,1,423.94,423.94,2.94
1219,"hardcover guide","no longer needed",books,34,1,1059.85,1059.85,2.94
1219,"hardcover guide","product did not match description",books,34,1,423.94,423.94,2.94
652,"classic anthology","arrived damaged",books,36,1,932.79,932.79,2.78
652,"classic anthology","item arrived late",books,36,1,1554.65,1554.65,2.78
652,"classic anthology","product did not match description",books,36,1,310.93,310.93,2.78
652,"classic anthology","wrong item",books,36,1,621.86,621.86,2.78
384,"classic guide",defective,books,37,1,849.44,849.44,2.7
384,"classic guide","item arrived late",books,37,1,424.72,424.72,2.7
35,"classic guide","arrived damaged",books,38,1,305.92,305.92,2.63
35,"classic guide",defective,books,38,1,611.84,611.84,2.63
35,"classic guide","product did not match description",books,38,1,611.84,611.84,2.63
40,"hardcover novel","arrived damaged",books,38,1,291.28,291.28,2.63
196,"classic guide","arrived damaged",books,38,1,321.5,321.5,2.63
196,"classic guide",defective,books,38,1,321.5,321.5,2.63
196,"classic guide","no longer needed",books,38,1,964.5,964.5,2.63
196,"classic guide","product did not match description",books,38,1,964.5,964.5,2.63
743,"hardcover memoir","arrived damaged",books,38,1,1313.4,1313.4,2.63
743,"hardcover memoir","changed mind",books,38,1,262.68,262.68,2.63
1166,"modern anthology","changed mind",books,38,1,429.1,429.1,2.63
1166,"modern anthology",defective,books,38,1,429.1,429.1,2.63
1166,"modern anthology","no longer needed",books,38,1,214.55,214.55,2.63
1166,"modern anthology","product did not match description",books,38,1,214.55,214.55,2.63
1166,"modern anthology","wrong item",books,38,1,643.65,643.65,2.63
50,"illustrated guide","arrived damaged",books,39,1,1328.35,1328.35,2.56
994,"modern anthology",defective,books,39,1,441.5,441.5,2.56
994,"modern anthology","found a better price",books,39,1,441.5,441.5,2.56
994,"modern anthology","item arrived late",books,39,1,1103.75,1103.75,2.56
994,"modern anthology","product did not match description",books,39,1,662.25,662.25,2.56
547,"illustrated anthology","no longer needed",books,79,2,1117.92,558.96,2.53
547,"illustrated anthology","product did not match description",books,79,2,1304.24,652.12,2.53
232,"classic memoir","arrived damaged",books,40,1,402.76,402.76,2.5
232,"classic memoir","changed mind",books,40,1,1611.04,1611.04,2.5
232,"classic memoir","wrong item",books,40,1,402.76,402.76,2.5
370,"modern guide",defective,books,40,1,1595.8,1595.8,2.5
370,"modern guide","item arrived late",books,40,1,1196.85,1196.85,2.5
370,"modern guide","no longer needed",books,40,1,1595.8,1595.8,2.5
566,"hardcover memoir","changed mind",books,40,1,696.69,696.69,2.5
566,"hardcover memoir","no longer needed",books,40,1,464.46,464.46,2.5
566,"hardcover memoir","wrong item",books,40,1,232.23,232.23,2.5
851,"illustrated anthology","arrived damaged",books,40,1,476.9,476.9,2.5
851,"illustrated anthology","changed mind",books,40,1,953.8,953.8,2.5
851,"illustrated anthology",defective,books,40,1,953.8,953.8,2.5
885,"classic novel","arrived damaged",books,40,1,242.85,242.85,2.5
885,"classic novel","found a better price",books,40,1,242.85,242.85,2.5
885,"classic novel","item arrived late",books,40,1,242.85,242.85,2.5
885,"classic novel","product did not match description",books,40,1,242.85,242.85,2.5
950,"modern novel","changed mind",books,40,1,533.46,533.46,2.5
950,"modern novel",defective,books,40,1,1066.92,1066.92,2.5
950,"modern novel","product did not match description",books,40,1,266.73,266.73,2.5
1282,"illustrated guide","arrived damaged",books,40,1,303.57,303.57,2.5
1282,"illustrated guide","no longer needed",books,40,1,910.71,910.71,2.5
428,"hardcover memoir",defective,books,41,1,17.52,17.52,2.44
428,"hardcover memoir","no longer needed",books,41,1,8.76,8.76,2.44
460,"classic guide","arrived damaged",books,41,1,1991.2,1991.2,2.44
460,"classic guide",defective,books,41,1,995.6,995.6,2.44
504,"hardcover anthology","product did not match description",books,41,1,1541.88,1541.88,2.44
1210,"classic memoir",defective,books,41,1,473.06,473.06,2.44
1210,"classic memoir","item arrived late",books,41,1,473.06,473.06,2.44
1210,"classic memoir","no longer needed",books,41,1,473.06,473.06,2.44
260,"illustrated guide","arrived damaged",books,42,1,210.76,210.76,2.38
260,"illustrated guide","found a better price",books,42,1,105.38,105.38,2.38
744,"modern guide","item arrived late",books,42,1,60.8,60.8,2.38
744,"modern guide","no longer needed",books,42,1,24.32,24.32,2.38
744,"modern guide","product did not match description",books,42,1,36.48,36.48,2.38
803,"illustrated novel","arrived damaged",books,42,1,1889.7,1889.7,2.38
803,"illustrated novel","item arrived late",books,42,1,3023.52,3023.52,2.38
815,"illustrated memoir",defective,books,42,1,751.28,751.28,2.38
815,"illustrated memoir","item arrived late",books,42,1,751.28,751.28,2.38
815,"illustrated memoir","no longer needed",books,42,1,375.64,375.64,2.38
1008,"modern memoir","no longer needed",books,42,1,485.01,485.01,2.38
1224,"modern guide","found a better price",books,42,1,166.23,166.23,2.38
1224,"modern guide","item arrived late",books,42,1,498.69,498.69,2.38
1224,"modern guide","no longer needed",books,42,1,498.69,498.69,2.38
127,"illustrated anthology","arrived damaged",books,43,1,650.88,650.88,2.33
127,"illustrated anthology","item arrived late",books,43,1,650.88,650.88,2.33
243,"illustrated memoir","arrived damaged",books,43,1,332.65,332.65,2.33
243,"illustrated memoir","found a better price",books,43,1,997.95,997.95,2.33
307,"hardcover novel","no longer needed",books,43,1,35.48,35.48,2.33
307,"hardcover novel","product did not match description",books,43,1,177.4,177.4,2.33
307,"hardcover novel","wrong item",books,43,1,177.4,177.4,2.33
516,"hardcover anthology","no longer needed",books,43,1,197.94,197.94,2.33
516,"hardcover anthology","product did not match description",books,43,1,131.96,131.96,2.33
169,"hardcover memoir","arrived damaged",books,44,1,2122.5,2122.5,2.27
169,"hardcover memoir","changed mind",books,44,1,849.0,849.0,2.27
169,"hardcover memoir","no longer needed",books,44,1,2122.5,2122.5,2.27
366,"illustrated guide","found a better price",books,44,1,645.24,645.24,2.27
366,"illustrated guide","item arrived late",books,44,1,967.86,967.86,2.27
366,"illustrated guide","no longer needed",books,44,1,645.24,645.24,2.27
366,"illustrated guide","product did not match description",books,44,1,1290.48,1290.48,2.27
485,"illustrated guide","changed mind",books,44,1,721.05,721.05,2.27
485,"illustrated guide","item arrived late",books,44,1,1201.75,1201.75,2.27
677,"classic memoir","product did not match description",books,44,1,1592.16,1592.16,2.27
775,"hardcover anthology","found a better price",books,44,1,293.52,293.52,2.27
775,"hardcover anthology","wrong item",books,44,1,733.8,733.8,2.27
854,"hardcover guide","arrived damaged",books,44,1,437.55,437.55,2.27
854,"hardcover guide","changed mind",books,44,1,291.7,291.7,2.27
854,"hardcover guide",defective,books,44,1,145.85,145.85,2.27
854,"hardcover guide","no longer needed",books,44,1,437.55,437.55,2.27
1215,"hardcover memoir","arrived damaged",books,44,1,56.7,56.7,2.27
1215,"hardcover memoir","changed mind",books,44,1,28.35,28.35,2.27
1215,"hardcover memoir","found a better price",books,44,1,28.35,28.35,2.27
1215,"hardcover memoir","wrong item",books,44,1,113.4,113.4,2.27
1245,"modern memoir","changed mind",books,44,1,481.5,481.5,2.27
1245,"modern memoir",defective,books,44,1,240.75,240.75,2.27
1245,"modern memoir","found a better price",books,44,1,481.5,481.5,2.27
22,"hardcover guide","changed mind",books,45,1,378.04,378.04,2.22
22,"hardcover guide","found a better price",books,45,1,94.51,94.51,2.22
22,"hardcover guide","product did not match description",books,45,1,94.51,94.51,2.22
45,"classic memoir","wrong item",books,45,1,991.95,991.95,2.22
195,"classic guide","arrived damaged",books,45,1,2346.3,2346.3,2.22
195,"classic guide",defective,books,45,1,469.26,469.26,2.22
195,"classic guide","item arrived late",books,45,1,1407.78,1407.78,2.22
312,"illustrated memoir","changed mind",books,45,1,394.08,394.08,2.22
312,"illustrated memoir","found a better price",books,45,1,788.16,788.16,2.22
312,"illustrated memoir","item arrived late",books,45,1,394.08,394.08,2.22
312,"illustrated memoir","no longer needed",books,45,1,788.16,788.16,2.22
589,"illustrated anthology","arrived damaged",books,45,1,574.76,574.76,2.22
589,"illustrated anthology",defective,books,45,1,1436.9,1436.9,2.22
589,"illustrated anthology","item arrived late",books,45,1,574.76,574.76,2.22
620,"classic novel","changed mind",books,45,1,118.54,118.54,2.22
620,"classic novel","product did not match description",books,45,1,177.81,177.81,2.22
620,"classic novel","wrong item",books,45,1,237.08,237.08,2.22
674,"hardcover novel",defective,books,45,1,885.96,885.96,2.22
674,"hardcover novel","item arrived late",books,45,1,295.32,295.32,2.22
674,"hardcover novel","no longer needed",books,45,1,885.96,885.96,2.22
674,"hardcover novel","wrong item",books,45,1,295.32,295.32,2.22
784,"illustrated memoir","arrived damaged",books,45,1,85.78,85.78,2.22
784,"illustrated memoir",defective,books,45,1,343.12,343.12,2.22
784,"illustrated memoir","found a better price",books,45,1,343.12,343.12,2.22
825,"illustrated anthology","product did not match description",books,45,1,1458.8,1458.8,2.22
