return_id,order_id,customer_id,reason,return_date,refunded_amount
RET-49882686,SO-77572133,CUST-4067,"changed mind",2025-03-03,6654.33
RET-18866995,SO-78051779,GUEST-100401,"changed mind",2025-04-12,1751.2
RET-45007050,SO-78073712,CUST-4472,"changed mind",2025-05-01,1782.24
RET-93678915,SO-78328094,CUST-4413,"changed mind",2025-06-20,948.62
RET-59855898,SO-78602874,CUST-4049,"changed mind",2024-12-08,1217.73
RET-60775956,SO-78713026,CUST-3596,"changed mind",2024-12-04,7127.29
RET-77579557,SO-78894780,CUST-3539,"changed mind",2024-10-19,1440.91
RET-97539478,SO-78936569,CUST-3846,"changed mind",2024-12-09,1905.84
RET-48381764,SO-79219278,GUEST-100458,"changed mind",2024-08-11,4394.91
RET-74960018,SO-79486123,CUST-4987,"changed mind",2025-02-15,482.62
RET-23758088,SO-79493392,CUST-4689,"changed mind",2025-01-12,5528.92
RET-23716855,SO-79580438,CUST-4222,"changed mind",2025-07-13,2935.61
RET-11413893,SO-79677483,CUST-3776,"changed mind",2025-03-17,5252.79
RET-49649243,SO-79916156,GUEST-100602,"changed mind",2025-01-01,8416.35
RET-40342754,SO-79933143,CUST-3891,"changed mind",2025-04-10,4905.29
RET-57035910,SO-80181516,GUEST-100887,"changed mind",2024-11-30,142.51
RET-78391922,SO-80229658,CUST-5230,"changed mind",2024-09-09,1293.58
RET-97623702,SO-80300276,CUST-3898,"changed mind",2025-01-05,1951.32
RET-68450055,SO-80441159,CUST-4448,"changed mind",2025-06-21,435.01
RET-88449057,SO-80686808,CUST-4130,"changed mind",2025-01-29,2603.62
RET-06545850,SO-80874059,CUST-4329,"changed mind",2025-01-16,8389.28
RET-80028429,SO-80912666,CUST-4576,"changed mind",2025-05-01,368.37
RET-35365268,SO-81165428,CUST-4329,"changed mind",2025-02-15,6953.83
RET-42284707,SO-81412510,CUST-3847,"changed mind",2025-07-17,9339.87
RET-19292008,SO-81446423,CUST-4926,"changed mind",2025-04-28,2521.87
RET-43638514,SO-81559177,CUST-5205,"changed mind",2025-07-14,35.5
RET-75801690,SO-81702005,CUST-3791,"changed mind",2025-06-10,3950.58
RET-04149292,SO-81758378,CUST-3458,"changed mind",2024-12-20,798.28
RET-91366497,SO-81832752,CUST-3646,"changed mind",2025-07-16,5713.26
RET-75876033,SO-81944946,CUST-3652,"changed mind",2025-06-03,1343.3
RET-25537506,SO-81956524,CUST-4926,"changed mind",2025-07-09,2065.83
RET-29370599,SO-82352202,CUST-5122,"changed mind",2024-10-04,427.24
RET-03616758,SO-82391096,CUST-3681,"changed mind",2025-06-09,2378.68
RET-27912403,SO-83523423,CUST-5338,"changed mind",2024-12-14,6358.84
RET-38917054,SO-83660756,CUST-3472,"changed mind",2024-08-27,4091.15
RET-64339652,SO-83674452,CUST-4618,"changed mind",2024-09-28,4132.91
RET-69881787,SO-83790094,CUST-4460,"changed mind",2025-02-01,464.03
RET-84764656,SO-83842234,CUST-3923,"changed mind",2025-06-11,114.36
RET-23571498,SO-84149392,GUEST-101055,"changed mind",2025-06-10,2709.81
RET-75442054,SO-84234160,CUST-4415,"changed mind",2025-03-13,1917.16
RET-74679181,SO-84477142,CUST-3752,"changed mind",2025-01-23,897.3
RET-89845268,SO-84530923,CUST-5193,"changed mind",2025-02-26,4704.42
RET-34080464,SO-84592882,CUST-5035,"changed mind",2025-03-30,6109.58
RET-59653173,SO-84691370,CUST-4795,"changed mind",2025-03-13,3189.63
RET-63060597,SO-84734555,CUST-5097,"changed mind",2025-06-10,5420.67
RET-76939267,SO-84754629,CUST-4280,"changed mind",2025-03-21,2466.57
RET-59734101,SO-84800908,CUST-3518,"changed mind",2025-02-07,2303.5
RET-52136943,SO-84842961,CUST-4887,"changed mind",2025-01-06,1883.72
RET-87142213,SO-85387116,CUST-4955,"changed mind",2025-07-17,1018.6
RET-15546626,SO-85425743,CUST-4258,"changed mind",2024-09-18,903.81
RET-63597010,SO-85425989,CUST-4818,"changed mind",2024-10-06,3873.73
RET-66249672,SO-85516711,CUST-3476,"changed mind",2024-10-21,251.3
RET-86576964,SO-85576263,CUST-4251,"changed mind",2024-10-17,5666.13
RET-05217438,SO-85608699,CUST-4578,"changed mind",2025-01-22,3465.13
RET-15521843,SO-85753575,CUST-5176,"changed mind",2024-11-26,9525.64
RET-68972897,SO-85940607,CUST-4688,"changed mind",2024-10-07,4769.81
RET-72865369,SO-86490571,CUST-4178,"changed mind",2025-01-14,2919.79
RET-13636433,SO-86515569,CUST-3618,"changed mind",2024-11-06,1756.96
RET-27575216,SO-86712563,CUST-4630,"changed mind",2025-04-11,559.58
RET-22495654,SO-86897582,CUST-4148,"changed mind",2025-07-14,5936.81
RET-01224989,SO-87070653,CUST-4148,"changed mind",2025-01-05,1699.68
RET-05686936,SO-87348021,GUEST-100601,"changed mind",2025-04-16,248.72
RET-45747189,SO-87510298,CUST-4472,"changed mind",2025-05-25,1660.59
RET-08394505,SO-87693387,CUST-3658,"changed mind",2025-06-06,1679.68
RET-38554574,SO-87712966,CUST-4883,"changed mind",2024-09-25,766.58
RET-32284278,SO-87762969,GUEST-101150,"changed mind",2025-04-23,3092.01
RET-56322291,SO-88609888,CUST-3708,"changed mind",2024-08-16,3388.06
RET-37183337,SO-89050055,GUEST-100086,"changed mind",2025-02-16,2180.61
RET-49334412,SO-89142172,CUST-4669,"changed mind",2024-11-20,2492.49
RET-03488192,SO-89147487,CUST-4700,"changed mind",2025-01-06,1136.9
RET-39058684,SO-89358791,CUST-3633,"changed mind",2024-11-01,336.61
RET-71730894,SO-89650879,GUEST-101089,"changed mind",2025-02-16,6071.5
RET-72699267,SO-89819778,CUST-4613,"changed mind",2024-09-30,8795.85
RET-91338813,SO-90089846,CUST-3840,"changed mind",2024-08-11,2180.53
RET-40639188,SO-90192726,CUST-5041,"changed mind",2024-11-07,6186.72
RET-32825597,SO-90269191,GUEST-101265,"changed mind",2024-10-25,1400.84
RET-59635229,SO-90345926,CUST-5349,"changed mind",2024-08-22,726.62
RET-21043331,SO-90494559,CUST-3470,"changed mind",2024-11-10,2748.66
RET-00616220,SO-90542094,CUST-3801,"changed mind",2025-07-17,9372.26
RET-33888852,SO-90573963,CUST-4657,"changed mind",2025-06-29,3709.4
RET-49788223,SO-90664240,CUST-4451,"changed mind",2024-10-06,2714.07
RET-51472975,SO-91081060,CUST-5343,"changed mind",2024-11-26,3895.16
RET-93206979,SO-91539155,CUST-5189,"changed mind",2025-01-25,2665.33
RET-00147518,SO-91631804,CUST-5011,"changed mind",2025-03-02,7820.05
RET-23655545,SO-91862835,CUST-4804,"changed mind",2025-02-22,940.75
RET-37476996,SO-91898387,CUST-4259,"changed mind",2025-04-23,2764.36
RET-99273100,SO-92041579,CUST-4897,"changed mind",2025-05-02,6800.42
RET-63324134,SO-92124434,CUST-4786,"changed mind",2025-03-18,9328.58
RET-65671711,SO-92133934,CUST-4944,"changed mind",2025-02-26,36.81
RET-36545815,SO-92510613,CUST-4261,"changed mind",2025-02-12,2815.0
RET-21756369,SO-92624185,CUST-3963,"changed mind",2024-09-28,497.94
RET-18031139,SO-92987739,CUST-5032,"changed mind",2024-09-11,3289.05
RET-66713830,SO-93033492,CUST-4706,"changed mind",2025-01-21,3031.01
RET-75597882,SO-93103645,CUST-3841,"changed mind",2024-11-22,278.78
RET-42997352,SO-93219115,CUST-5048,"changed mind",2024-10-29,471.6
RET-42038675,SO-93297776,CUST-3674,"changed mind",2025-01-07,2673.12
RET-59942312,SO-93328334,CUST-3466,"changed mind",2024-08-29,951.81
RET-28726035,SO-93503467,CUST-4790,"changed mind",2025-03-27,5687.43
RET-40911638,SO-93704133,CUST-4490,"changed mind",2024-08-17,2292.93
RET-05838935,SO-93892243,CUST-3930,"changed mind",2025-01-11,430.68
RET-07170900,SO-94364008,CUST-4245,"changed mind",2024-11-23,4089.49
RET-23861402,SO-94364915,GUEST-100887,"changed mind",2025-03-01,901.43
RET-01468861,SO-94563367,GUEST-101159,"changed mind",2024-11-12,6333.23
RET-18894582,SO-94629702,GUEST-100094,"changed mind",2024-08-07,4840.55
RET-14681993,SO-94950242,GUEST-100448,"changed mind",2025-02-26,2292.8
RET-81767015,SO-95320881,CUST-4451,"changed mind",2025-07-20,2264.53
RET-72453788,SO-95360849,CUST-4198,"changed mind",2025-04-29,3692.89
RET-20163801,SO-95519535,CUST-3525,"changed mind",2025-01-23,987.16
RET-18409210,SO-95622065,CUST-3886,"changed mind",2025-07-21,243.08
RET-26664863,SO-95814592,CUST-4614,"changed mind",2025-01-20,1638.95
RET-89924398,SO-95859813,CUST-4812,"changed mind",2024-10-04,1814.53
RET-53374314,SO-95900511,CUST-3452,"changed mind",2025-02-23,5735.35
RET-33320092,SO-96224199,CUST-3936,"changed mind",2024-10-17,722.1
RET-68710773,SO-96715453,GUEST-100757,"changed mind",2025-01-28,2886.88
RET-58389293,SO-97083530,CUST-4452,"changed mind",2024-11-17,3891.81
RET-29914311,SO-97339907,CUST-5087,"changed mind",2024-09-23,4243.62
RET-27970450,SO-97542605,CUST-4931,"changed mind",2025-05-10,536.36
RET-81563473,SO-97652496,CUST-5138,"changed mind",2025-04-18,1794.69
RET-45659024,SO-97806918,CUST-4880,"changed mind",2025-03-06,5096.51
RET-76004359,SO-97865772,GUEST-100397,"changed mind",2025-06-20,441.62
RET-51512864,SO-97895237,CUST-3899,"changed mind",2025-07-06,8986.85
RET-52679281,SO-97977175,CUST-4168,"changed mind",2024-08-16,7062.47
RET-68930951,SO-98158900,CUST-4345,"changed mind",2025-07-12,2373.38
RET-44097435,SO-98159295,CUST-3698,"changed mind",2025-06-03,8236.36
RET-09041019,SO-98294341,CUST-5057,"changed mind",2024-12-21,1581.65
RET-09801838,SO-98459978,CUST-3465,"changed mind",2025-07-03,396.71
RET-35858102,SO-98764886,CUST-5347,"changed mind",2025-01-10,2517.36
RET-70377116,SO-99045277,CUST-5150,"changed mind",2025-07-15,914.5
RET-00451323,SO-99060622,CUST-4845,"changed mind",2024-11-19,2534.65
RET-68506300,SO-99304430,CUST-4226,"changed mind",2025-06-18,6836.03
RET-23412423,SO-99478949,CUST-4404,"changed mind",2025-01-01,391.06
RET-53165962,SO-99500919,CUST-4499,"changed mind",2025-02-01,4751.11
RET-77177674,SO-99675155,CUST-4225,"changed mind",2024-09-01,9106.76
RET-88007025,SO-00074172,CUST-5205,defective,2025-02-02,6055.19
RET-08334381,SO-00137635,CUST-4631,defective,2024-10-01,1046.77
RET-67082928,SO-00147464,CUST-4571,defective,2024-08-18,5325.98
RET-07983308,SO-00282668,CUST-4875,defective,2024-10-25,2356.8
RET-76557074,SO-00390907,GUEST-100078,defective,2025-07-13,3124.86
RET-58108939,SO-00400423,CUST-4126,defective,2024-10-17,10385.43
RET-05883024,SO-00904197,GUEST-100851,defective,2024-10-05,7374.26
RET-77574406,SO-00971647,CUST-5248,defective,2024-09-02,9075.64
RET-13438630,SO-01289419,CUST-3830,defective,2025-06-17,439.5
RET-59897079,SO-01674929,CUST-3783,defective,2025-02-13,3911.53
RET-73161386,SO-01876823,CUST-4282,defective,2025-01-27,297.04
RET-13863142,SO-02142016,CUST-4025,defective,2024-09-27,816.42
RET-20973834,SO-02417416,CUST-3652,defective,2025-02-19,3730.59
RET-60400862,SO-02495786,CUST-4377,defective,2025-02-06,2721.77
RET-68013203,SO-02696208,CUST-4992,defective,2024-10-13,2231.83
RET-76936725,SO-02919653,CUST-4240,defective,2024-11-01,4576.69
RET-75825550,SO-02978582,CUST-3727,defective,2025-01-10,2131.96
RET-15455220,SO-03342344,CUST-4259,defective,2024-10-16,6097.82
RET-15494375,SO-03587511,CUST-4074,defective,2024-10-02,62.48
RET-33929757,SO-03816729,CUST-4980,defective,2025-03-23,5706.52
RET-16719265,SO-04239155,CUST-4280,defective,2025-04-09,4484.68
RET-91653284,SO-04252512,CUST-4151,defective,2025-02-18,6027.98
RET-59784084,SO-04267132,CUST-4629,defective,2025-05-28,1075.98
RET-19408364,SO-04628625,CUST-5240,defective,2024-10-16,1220.15
RET-06955706,SO-04802215,CUST-4846,defective,2024-10-07,4646.04
RET-85162853,SO-05102627,CUST-4238,defective,2025-07-01,4903.32
RET-75397070,SO-05346057,CUST-4008,defective,2025-03-10,2844.41
RET-48622395,SO-05364464,CUST-4445,defective,2024-12-01,3391.31
RET-84191710,SO-05498167,CUST-4256,defective,2025-04-13,301.92
RET-74729965,SO-05541924,CUST-4881,defective,2024-08-10,554.43
RET-62269473,SO-06149594,CUST-5263,defective,2025-06-30,1376.37
RET-52591808,SO-06202831,CUST-3786,defective,2024-12-03,8581.64
RET-95136014,SO-06351645,CUST-4499,defective,2025-05-31,468.38
RET-70548585,SO-06463491,CUST-4961,defective,2025-02-02,1460.28
RET-47907494,SO-06839010,CUST-4781,defective,2025-02-02,7409.1
RET-58186313,SO-06877477,CUST-4429,defective,2025-07-12,9891.37
RET-21112478,SO-07226751,CUST-4803,defective,2024-12-31,2686.76
RET-95739639,SO-07282440,CUST-5048,defective,2025-01-29,3200.78
RET-92265913,SO-07484926,CUST-4143,defective,2024-12-13,1479.75
RET-08655065,SO-07494391,CUST-3489,defective,2024-09-12,1517.53
RET-72635602,SO-07563321,CUST-5213,defective,2024-10-12,6849.38
RET-35839727,SO-07614220,CUST-3884,defective,2025-03-20,2377.93
RET-44465362,SO-07701847,CUST-4579,defective,2025-03-23,2791.3
RET-92050322,SO-07884569,CUST-4707,defective,2025-06-17,5814.03
RET-86888634,SO-08310913,CUST-4501,defective,2025-05-17,1993.91
RET-47516501,SO-08615034,CUST-5337,defective,2024-11-08,5139.91
RET-44419307,SO-08673179,CUST-3722,defective,2025-01-13,1019.64
RET-29444089,SO-08717084,CUST-3467,defective,2024-12-22,4235.77
RET-35604153,SO-08729463,CUST-4199,defective,2024-09-28,844.34
RET-54291226,SO-08847433,CUST-3795,defective,2024-09-11,7097.39
RET-90480060,SO-09140136,CUST-4525,defective,2025-06-05,1012.14
RET-08447270,SO-09189479,CUST-4977,defective,2024-12-17,4666.54
RET-09530843,SO-09227305,GUEST-101209,defective,2024-08-02,269.13
RET-75763948,SO-09263279,CUST-4818,defective,2025-03-27,5934.35
RET-64581360,SO-09620814,CUST-4022,defective,2025-02-04,3391.44
RET-64576037,SO-09814657,CUST-4931,defective,2025-06-03,1952.87
RET-24782795,SO-10067142,CUST-4859,defective,2024-09-29,2660.03
RET-17588992,SO-10268518,CUST-5291,defective,2024-09-26,10232.77
RET-71737866,SO-10420126,CUST-4451,defective,2024-08-18,3887.27
RET-77364050,SO-10563862,CUST-3646,defective,2024-08-15,2180.28
RET-05785119,SO-10680451,CUST-4924,defective,2024-11-10,1550.39
RET-71548805,SO-11041426,CUST-4031,defective,2024-08-23,6734.48
RET-59748101,SO-11061639,CUST-5051,defective,2025-05-10,4017.89
RET-28628528,SO-11287689,CUST-3654,defective,2025-02-28,2047.01
RET-48271617,SO-11510846,CUST-3830,defective,2024-09-06,386.31
RET-05173968,SO-11903263,CUST-4323,defective,2025-07-19,3818.86
RET-21805499,SO-12258392,CUST-4592,defective,2025-07-01,4620.71
RET-60997966,SO-12307646,CUST-4456,defective,2025-03-25,137.91
RET-54267813,SO-12424670,CUST-5228,defective,2025-05-23,2709.25
RET-50516182,SO-12452576,CUST-4757,defective,2024-08-07,1409.94
RET-36487941,SO-12476756,GUEST-100718,defective,2024-10-19,3106.65
RET-12964309,SO-12525649,CUST-4206,defective,2025-01-08,306.38
RET-13415250,SO-12723870,CUST-5164,defective,2025-07-17,322.62
RET-75046780,SO-14171485,CUST-3718,defective,2024-11-01,3940.64
RET-57193974,SO-14918570,CUST-4744,defective,2025-03-27,740.1
RET-73493803,SO-15037436,GUEST-100254,defective,2025-06-23,5410.66
RET-81308913,SO-15061792,CUST-4053,defective,2025-06-08,8974.45
RET-66970813,SO-15178017,CUST-4531,defective,2025-03-11,874.34
RET-92989094,SO-15351581,CUST-5181,defective,2024-08-18,950.96
RET-08665253,SO-15925714,CUST-4130,defective,2025-07-03,3188.82
RET-71005021,SO-16051048,CUST-5223,defective,2025-03-14,3633.75
RET-89971109,SO-16165553,CUST-4599,defective,2024-09-08,521.91
RET-42500544,SO-16230500,CUST-3580,defective,2024-09-12,441.48
RET-26294845,SO-16300948,CUST-4700,defective,2025-04-22,1164.9
RET-36207965,SO-16406989,CUST-4126,defective,2024-10-24,1184.3
RET-70968579,SO-16859110,CUST-3497,defective,2024-08-25,5353.3
RET-04662058,SO-16938767,CUST-5349,defective,2024-08-29,1969.14
RET-64379876,SO-17105348,CUST-5205,defective,2025-01-01,1592.89
RET-47900735,SO-17555094,CUST-4360,defective,2024-08-09,853.22
RET-70569932,SO-17649888,GUEST-100851,defective,2025-04-29,28.5
RET-15280838,SO-17666810,CUST-3906,defective,2025-04-15,842.4
RET-21023899,SO-17740203,CUST-4764,defective,2025-04-06,4208.71
RET-93198448,SO-17863028,CUST-5032,defective,2025-02-14,4072.62
RET-16555093,SO-17896245,CUST-4047,defective,2025-05-15,1728.28
RET-98705344,SO-18066793,CUST-5181,defective,2024-09-26,877.2
RET-35770546,SO-18091870,CUST-4955,defective,2025-04-04,1317.66
RET-32757088,SO-18636154,GUEST-100451,defective,2025-05-01,388.3
RET-52517076,SO-18808885,CUST-4598,defective,2025-04-16,5937.31
RET-61536438,SO-18825808,CUST-4240,defective,2024-10-12,2988.6
RET-52262688,SO-19181517,CUST-4377,defective,2025-04-12,5253.76
RET-58414568,SO-19507285,CUST-5284,defective,2025-06-20,1005.92
RET-85449540,SO-19645128,CUST-5281,defective,2024-11-25,2431.0
RET-22264393,SO-19706232,CUST-3963,defective,2024-11-12,7938.37
RET-18465351,SO-19771562,CUST-3536,defective,2025-04-25,1495.63
RET-90959359,SO-19802110,CUST-3835,defective,2025-07-18,4376.5
RET-56195249,SO-20052898,CUST-4485,defective,2025-02-27,4131.11
RET-50149575,SO-20124919,GUEST-100066,defective,2025-06-06,1653.08
RET-33110616,SO-20480691,CUST-4902,defective,2025-03-01,1169.65
RET-36941818,SO-20852610,CUST-4902,defective,2024-08-05,11643.39
RET-91649693,SO-21004963,CUST-4323,defective,2025-06-04,613.66
RET-16078560,SO-21315460,CUST-3722,defective,2024-12-10,1964.81
RET-08407821,SO-21411445,CUST-4137,defective,2025-03-05,685.38
RET-05542742,SO-21860648,CUST-3559,defective,2025-07-20,4625.59
RET-36728470,SO-21911541,CUST-3830,defective,2024-11-25,4657.43
RET-46303454,SO-22143324,CUST-3989,defective,2024-08-26,4200.0
RET-01195089,SO-22152537,CUST-3705,defective,2024-10-19,6525.3
RET-77152874,SO-22382826,CUST-5037,defective,2025-02-14,743.08
RET-71709477,SO-22857268,CUST-5241,defective,2025-01-22,2835.61
RET-14847514,SO-22935050,CUST-3727,defective,2025-05-02,5775.24
RET-35817403,SO-23279836,CUST-3463,defective,2025-02-23,7411.18
RET-35759805,SO-23947431,CUST-4275,defective,2025-03-06,2000.64
RET-49686925,SO-24103058,CUST-3899,defective,2025-04-13,6069.73
RET-72675247,SO-24268487,CUST-4776,defective,2025-06-16,5281.77
RET-92372597,SO-24828884,CUST-3480,defective,2025-07-21,331.66
RET-18217989,SO-25221508,CUST-4007,defective,2024-09-26,3319.02
RET-33246381,SO-25349572,CUST-4035,defective,2025-05-19,5800.26
RET-06774973,SO-25359284,CUST-4399,defective,2025-07-07,347.77
RET-59355521,SO-25423231,CUST-3539,defective,2024-09-03,7552.96
RET-32857880,SO-25615063,CUST-4574,defective,2025-07-18,679.14
RET-74761446,SO-25692471,CUST-3658,defective,2024-12-27,2136.1
RET-59757397,SO-25809162,CUST-3910,defective,2025-02-04,875.08
RET-08149531,SO-26010371,CUST-4845,defective,2025-05-07,1970.51
RET-83769699,SO-26180405,CUST-4023,defective,2025-01-17,116.36
RET-01724697,SO-26498964,CUST-4714,defective,2025-07-02,4294.38
RET-99514581,SO-26613722,CUST-4901,defective,2025-03-27,9009.96
RET-01601950,SO-26911762,CUST-4162,defective,2025-05-08,2627.32
RET-69819703,SO-27024300,CUST-5173,defective,2024-10-23,3987.15
RET-91145716,SO-27087336,CUST-3645,defective,2024-11-01,4628.35
RET-42560435,SO-27354811,CUST-4323,defective,2025-02-16,4433.36
RET-84019926,SO-27551015,CUST-4055,defective,2025-07-20,2872.72
RET-37495108,SO-27597887,CUST-3959,defective,2024-11-16,30.07
RET-72775241,SO-27675844,CUST-4897,defective,2025-01-17,614.23
RET-88626257,SO-27913798,CUST-3458,defective,2024-11-28,1580.53
RET-08636394,SO-28071428,CUST-5189,defective,2024-11-01,1732.73
RET-63990975,SO-28148747,CUST-4627,defective,2024-12-13,1503.8
RET-16546913,SO-28447077,CUST-3548,defective,2024-12-19,1579.66
RET-88255527,SO-28495346,GUEST-100386,defective,2025-06-15,1139.04
RET-16872682,SO-28542514,CUST-5060,defective,2025-01-19,6597.31
RET-56948833,SO-28661552,CUST-5302,defective,2024-10-09,3552.23
RET-68097850,SO-28793307,CUST-3716,defective,2025-05-14,459.46
RET-95435347,SO-29143013,CUST-4426,defective,2024-10-24,5332.63
RET-82255160,SO-29502437,CUST-4980,defective,2025-03-15,6080.29
RET-41308065,SO-30013843,CUST-4499,defective,2024-09-26,4508.14
RET-68589942,SO-30267289,CUST-3516,defective,2024-11-04,783.16
RET-94188161,SO-30271908,CUST-4925,defective,2025-06-12,679.72
RET-45722067,SO-30272361,CUST-4897,defective,2024-11-25,591.08
RET-25577429,SO-30295227,CUST-5206,defective,2025-02-20,2063.21
RET-09755591,SO-30301089,CUST-5063,defective,2025-07-19,1097.84
RET-94152260,SO-30464440,GUEST-100884,defective,2024-10-26,358.59
RET-93305120,SO-30494483,CUST-3586,defective,2025-05-26,8078.61
RET-94171287,SO-30766676,CUST-5107,defective,2025-03-23,1384.11
RET-22304478,SO-30967273,CUST-4989,defective,2024-12-13,1197.43
RET-73590073,SO-31213913,CUST-5181,defective,2025-01-25,2534.35
RET-19559862,SO-31299611,CUST-4483,defective,2024-12-06,748.18
RET-40162301,SO-31500044,CUST-5154,defective,2024-11-26,3965.24
RET-26473080,SO-31886940,CUST-4548,defective,2024-09-15,602.36
RET-55960079,SO-31970072,CUST-5241,defective,2024-09-08,4878.45
RET-50668561,SO-32248025,CUST-4002,defective,2025-02-15,3776.54
RET-31754118,SO-32753022,CUST-3703,defective,2025-04-04,4012.07
RET-77853212,SO-32805691,CUST-4928,defective,2024-12-26,6458.32
RET-51940582,SO-32820274,CUST-4364,defective,2025-06-29,942.48
RET-50888781,SO-33233984,CUST-3551,defective,2024-10-04,8771.77
RET-37669644,SO-33272018,CUST-3858,defective,2024-08-31,275.61
RET-24705181,SO-33716338,CUST-4965,defective,2025-07-17,200.88
RET-97702286,SO-33833344,CUST-3536,defective,2025-05-24,1999.21
RET-51888457,SO-33995663,CUST-5076,defective,2025-01-23,4808.95
RET-36681758,SO-34005981,CUST-3572,defective,2025-01-20,177.66
RET-58605351,SO-34272509,CUST-5088,defective,2024-11-18,37.99
RET-20911240,SO-34272768,CUST-4827,defective,2025-01-03,15.62
RET-84756415,SO-34330051,CUST-4078,defective,2024-12-10,1426.93
RET-12299910,SO-34445530,CUST-4859,defective,2025-02-06,3219.6
RET-37263217,SO-34848994,CUST-4000,defective,2025-07-21,146.63
RET-41724537,SO-34973040,CUST-4585,defective,2024-07-29,1313.68
RET-54205215,SO-34991118,CUST-4639,defective,2025-06-12,2277.34
RET-36862723,SO-35052160,CUST-4913,defective,2024-09-14,2278.85
RET-81880137,SO-35344485,CUST-4224,defective,2025-07-13,927.07
RET-82304566,SO-35439141,CUST-5063,defective,2025-04-13,5960.8
RET-53052080,SO-35474086,GUEST-100284,defective,2024-11-26,5118.99
RET-58049128,SO-35808429,CUST-3805,defective,2024-09-24,899.84
RET-69667553,SO-35953630,CUST-4206,defective,2025-04-02,5314.67
RET-76183105,SO-35966037,CUST-4186,defective,2025-04-26,1348.17
RET-46240471,SO-36066080,CUST-4875,defective,2024-09-12,3910.44
RET-17559186,SO-36449775,GUEST-100258,defective,2024-08-16,1134.37
RET-14145692,SO-36603384,CUST-4172,defective,2025-05-05,237.0
RET-64965488,SO-36621675,CUST-5092,defective,2024-12-18,6781.29
RET-38841761,SO-36723938,CUST-4031,defective,2025-01-17,1375.42
RET-15589650,SO-36859881,CUST-3542,defective,2024-12-18,1988.39
RET-14032847,SO-37097645,CUST-4166,defective,2025-02-12,3730.06
RET-01209829,SO-37218243,CUST-5271,defective,2024-11-02,162.35
RET-10566673,SO-37368916,CUST-3535,defective,2025-01-10,468.67
RET-76803082,SO-37426051,CUST-4924,defective,2025-07-16,862.58
RET-87422020,SO-37518257,CUST-5105,defective,2025-05-09,5477.57
RET-84894649,SO-37630104,CUST-4885,defective,2025-07-16,5411.67
RET-25911503,SO-37631780,CUST-4050,defective,2025-06-09,207.76
RET-99492923,SO-37750557,CUST-3445,defective,2025-03-29,331.54
RET-51057001,SO-37936619,CUST-4110,defective,2024-08-23,1764.45
RET-02996945,SO-37954138,CUST-4062,defective,2025-01-19,119.74
RET-94759723,SO-38093478,CUST-4881,defective,2024-11-28,8788.95
RET-85851262,SO-38150496,CUST-3786,defective,2025-05-29,118.9
RET-64527767,SO-38256514,CUST-3850,defective,2025-05-11,374.6
RET-30562557,SO-38455449,CUST-4377,defective,2024-09-14,2007.9
RET-39641089,SO-38693131,CUST-4977,defective,2025-01-05,5774.58
RET-46824061,SO-39370308,CUST-4504,defective,2025-03-16,2567.11
RET-32475044,SO-39382945,GUEST-100572,defective,2024-10-15,26.68
RET-61226959,SO-39413618,CUST-4478,defective,2025-01-11,8180.88
RET-24628159,SO-39495605,CUST-4355,defective,2024-12-18,776.12
RET-77428370,SO-39518819,CUST-3784,defective,2024-10-23,8715.85
RET-53846341,SO-39811086,CUST-5015,defective,2025-04-09,799.35
RET-32971861,SO-39836323,CUST-4318,defective,2024-08-03,4005.76
RET-27366750,SO-39961202,CUST-5244,defective,2024-11-09,4098.01
RET-38901492,SO-40001098,CUST-5244,defective,2025-07-13,486.62
RET-49981554,SO-40028255,CUST-3816,defective,2025-05-11,2415.75
RET-33393374,SO-40032101,CUST-5150,defective,2025-04-22,834.88
RET-10410691,SO-40275397,CUST-4532,defective,2024-12-10,173.94
RET-31832002,SO-40363289,CUST-4144,defective,2024-12-04,5801.27
RET-75051150,SO-40415776,CUST-3899,defective,2025-07-12,4747.3
RET-12817764,SO-41115353,CUST-4999,defective,2024-08-21,9215.15
RET-88625398,SO-41186660,GUEST-100862,defective,2024-11-21,8818.92
RET-50370683,SO-41230436,CUST-4549,defective,2025-03-22,6137.26
RET-51211758,SO-41372627,CUST-4502,defective,2024-09-07,4004.29
RET-89496123,SO-41710149,CUST-4532,defective,2025-07-15,1565.7
RET-06919991,SO-41907908,CUST-5218,defective,2024-08-13,2185.38
RET-75754784,SO-41933389,CUST-4819,defective,2024-10-29,7908.63
RET-53086627,SO-42086535,CUST-4057,defective,2025-06-27,1371.15
RET-58264987,SO-42399949,CUST-4637,defective,2025-06-24,1901.92
RET-36127783,SO-42414692,CUST-4137,defective,2025-07-20,993.61
RET-25387632,SO-42515407,CUST-4049,defective,2024-10-17,5328.88
RET-44799306,SO-42583226,CUST-3518,defective,2025-05-24,2035.17
RET-97125437,SO-43208824,CUST-3553,defective,2025-04-12,699.64
RET-01087532,SO-43468300,CUST-5121,defective,2025-06-16,356.62
RET-58136156,SO-43765715,CUST-3884,defective,2024-08-03,1313.6
RET-86804775,SO-43824014,CUST-4907,defective,2025-02-13,2448.35
RET-33200953,SO-43896028,CUST-5050,defective,2024-12-03,2416.97
RET-51695677,SO-44252956,CUST-3490,defective,2024-08-02,1713.28
RET-44638975,SO-44699207,CUST-3786,defective,2025-03-07,1231.4
RET-06437622,SO-45180721,CUST-4259,defective,2024-09-23,350.04
