return_id,product_id,product_name,refunded_amount
RET-93572360,487,"fun blocks",592.08
RET-93572360,1151,"colorful puzzle",480.87
RET-93572360,54,"interactive car",935.38
RET-50232467,547,"illustrated anthology",372.64
RET-50232467,150,"classic anthology",382.02
RET-50232467,937,"modern guide",550.24
RET-50232467,370,"modern guide",797.9
RET-81144193,159,"smart speaker",457.05
RET-89885081,502,"cozy rug",1290.25
RET-44089555,745,"hardcover novel",355.32
RET-44089555,928,"stylish jacket",170.28
RET-44089555,810,"classic novel",388.02
RET-44089555,809,"classic novel",178.66
RET-44089555,796,"elegant table",633.26
RET-44089555,798,"portable camera",367.98
RET-44089555,96,"rustic rug",23.2
RET-03488192,364,"classic sweater",709.22
RET-03488192,801,"fun puzzle",427.68
RET-50459908,110,"educational puzzle",28.68
RET-50459908,435,"colorful car",592.72
RET-50459908,350,"cozy lamp",62.62
RET-50459908,483,"wireless monitor",875.44
RET-50459908,295,"classic shirt",494.88
RET-50459908,906,"interactive blocks",1231.38
RET-74084198,1257,"comfortable jacket",661.0
RET-74084198,961,"stylish sweater",892.96
RET-74084198,1042,"classic jeans",228.81
RET-74084198,885,"classic novel",80.95
RET-74084198,421,"rustic table",1803.3
RET-74084198,1009,"comfortable jacket",172.68
RET-74084198,1142,"classic anthology",796.88
RET-74084198,1259,"portable monitor",641.88
RET-16834047,26,"fun blocks",156.16
RET-16834047,110,"educational puzzle",28.68
RET-16834047,786,"portable speaker",268.54
RET-84068492,1285,"colorful blocks",1085.5
RET-84068492,9,"hardcover anthology",699.81
RET-84068492,1136,"cozy lamp",1475.35
RET-84068492,619,"modern guide",1678.32
RET-84068492,477,"classic novel",1925.0
RET-84068492,1189,"smart monitor",100.43
RET-91091702,1030,"compact speaker",1459.86
RET-91091702,917,"fun puzzle",691.6
RET-91091702,280,"stylish sweater",84.64
RET-91091702,709,"elegant lamp",329.42
RET-63244865,485,"illustrated guide",1201.75
RET-63244865,792,"educational blocks",98.76
RET-63244865,222,"stylish jeans",285.24
RET-63244865,138,"compact headphones",717.52
RET-63244865,1159,"durable shirt",1422.65
RET-63244865,789,"comfortable jeans",656.01
RET-63244865,29,"elegant table",575.45
RET-63244865,983,"classic jacket",333.82
RET-74934667,579,"portable camera",697.22
RET-72548241,1186,"compact speaker",230.84
RET-72548241,159,"smart speaker",457.05
RET-72548241,931,"cozy lamp",1193.85
RET-45165860,613,"compact camera",275.82
RET-45165860,1215,"hardcover memoir",28.35
RET-83042386,1115,"cozy table",374.7
RET-83042386,672,"colorful blocks",670.64
RET-83042386,1194,"portable monitor",206.32
RET-83042386,63,"elegant rug",424.1
RET-83042386,422,"wireless monitor",153.21
RET-83042386,1183,"educational doll",496.17
RET-83042386,109,"interactive blocks",608.44
RET-83042386,24,"compact headphones",358.2
RET-83042386,933,"modern table",1508.2
RET-83042386,811,"durable jeans",338.73
RET-55614252,921,"colorful car",2383.65
RET-55614252,946,"compact camera",419.82
RET-55614252,30,"wireless monitor",2054.8
RET-55614252,114,"stylish shirt",139.17
RET-55614252,1121,"illustrated novel",61.16
RET-55614252,529,"educational puzzle",146.32
RET-55614252,851,"illustrated anthology",953.8
RET-85955291,811,"durable jeans",451.64
RET-85955291,336,"fun car",472.8
RET-85955291,680,"comfortable jeans",190.02
RET-85955291,1031,"stylish jeans",1423.65
RET-82278275,709,"elegant lamp",494.13
RET-82278275,774,"colorful doll",292.44
RET-82278275,640,"classic shirt",164.79
RET-82278275,375,"cozy rug",425.39
RET-82278275,1046,"elegant lamp",16.67
RET-82278275,1122,"cozy chair",251.36
RET-32437799,33,"educational car",453.59
RET-32437799,338,"interactive blocks",195.35
RET-31705445,341,"stylish jeans",374.22
RET-31705445,1112,"classic guide",735.8
RET-31705445,115,"durable jacket",418.17
RET-31705445,587,"portable camera",269.7
RET-31705445,338,"interactive blocks",390.7
RET-31705445,785,"elegant lamp",918.12
RET-53432723,231,"cozy chair",415.92
RET-53432723,416,"elegant chair",1160.28
RET-88610383,210,"durable sweater",1521.12
RET-88610383,597,"fun puzzle",74.18
RET-73990230,1092,"elegant chair",939.2
RET-73990230,1165,"interactive puzzle",1231.36
RET-73990230,159,"smart speaker",1371.15
RET-73990230,43,"wireless headphones",1927.68
RET-73990230,424,"comfortable jacket",328.57
RET-74086087,320,"portable speaker",501.8
RET-89110008,445,"portable monitor",657.94
RET-51940582,705,"smart speaker",224.98
RET-51940582,1281,"fun puzzle",44.1
RET-51940582,353,"classic novel",673.4
RET-51254987,165,"modern rug",204.72
RET-51254987,750,"classic jacket",2193.65
RET-51254987,618,"smart headphones",1073.24
RET-51254987,1044,"colorful car",2022.4
RET-51254987,253,"cozy table",818.18
RET-51254987,998,"compact speaker",107.21
RET-51254987,732,"comfortable jeans",1281.42
RET-51254987,188,"compact speaker",451.32
RET-51254987,180,"classic shirt",768.5
RET-51254987,365,"modern chair",513.87
RET-06658554,30,"wireless monitor",410.96
RET-06658554,219,"smart camera",222.69
RET-15842683,1165,"interactive puzzle",1231.36
RET-15842683,832,"classic jacket",959.94
RET-15842683,821,"educational blocks",213.93
RET-15842683,328,"portable camera",75.98
RET-15842683,206,"classic sweater",914.5
RET-15842683,765,"colorful puzzle",992.46
RET-15842683,1276,"rustic lamp",91.46
RET-15842683,707,"interactive doll",515.91
RET-15842683,839,"smart headphones",403.68
RET-44217953,123,"elegant lamp",236.4
RET-44217953,398,"interactive blocks",870.44
RET-44217953,100,"hardcover anthology",448.48
RET-44217953,60,"compact camera",464.2
RET-44217953,742,"interactive car",159.38
RET-44217953,362,"classic anthology",66.56
RET-01891851,335,"elegant table",1563.04
RET-01891851,115,"durable jacket",278.78
RET-01891851,811,"durable jeans",112.91
RET-99208338,486,"colorful puzzle",19.45
RET-99208338,1264,"compact headphones",10.53
RET-99208338,618,"smart headphones",536.62
RET-99208338,1110,"elegant chair",312.08
RET-99208338,219,"smart camera",222.69
RET-99208338,107,"modern memoir",935.12
RET-99208338,324,"stylish shirt",173.62
RET-99208338,400,"modern lamp",760.68
RET-29337406,582,"comfortable jacket",590.22
RET-29337406,303,"interactive doll",1935.65
RET-29337406,1241,"portable camera",868.2
RET-77805829,594,"compact headphones",39.34
RET-77805829,1077,"durable shirt",132.54
RET-77805829,568,"classic anthology",925.56
RET-77805829,48,"classic memoir",994.74
RET-77805829,1041,"classic novel",56.18
RET-76735987,614,"modern table",2407.55
RET-76735987,117,"compact monitor",816.42
RET-76735987,1247,"colorful blocks",2035.05
RET-76735987,1065,"colorful blocks",253.35
RET-76735987,665,"portable camera",890.46
RET-76735987,907,"modern memoir",128.48
RET-04454393,440,"modern anthology",362.78
RET-04454393,830,"smart monitor",48.6
RET-04454393,300,"educational car",772.46
RET-04454393,22,"hardcover guide",378.04
RET-04454393,78,"fun doll",990.38
RET-04454393,208,"interactive doll",352.47
RET-18069864,827,"fun doll",1298.19
RET-18069864,769,"compact headphones",696.36
RET-18069864,874,"comfortable sweater",1392.09
RET-18069864,708,"compact monitor",1024.44
RET-18069864,1162,"elegant chair",140.3
RET-18069864,733,"hardcover memoir",1979.65
RET-18069864,293,"illustrated memoir",1464.7
RET-18069864,1029,"comfortable shirt",1679.2
RET-18069864,1022,"fun doll",583.71
RET-02410123,988,"modern rug",374.15
RET-02410123,20,"colorful puzzle",243.02
RET-02410123,534,"rustic rug",448.88
RET-02410123,552,"hardcover anthology",140.72
RET-93671858,406,"compact monitor",344.12
RET-25496670,815,"illustrated memoir",375.64
RET-25496670,587,"portable camera",269.7
RET-25496670,249,"hardcover novel",301.05
RET-25496670,57,"stylish sweater",53.8
RET-25496670,1208,"portable camera",764.73
RET-31712528,753,"elegant lamp",442.14
RET-31580520,1251,"smart camera",1471.71
RET-31580520,471,"colorful doll",1458.12
RET-31580520,579,"portable camera",697.22
RET-31580520,1151,"colorful puzzle",480.87
RET-70966045,530,"rustic chair",437.84
RET-70966045,296,"hardcover novel",944.01
RET-70966045,49,"cozy rug",736.56
RET-70966045,1250,"stylish shirt",1067.92
RET-70966045,550,"wireless camera",135.46
RET-70966045,359,"classic jacket",1292.75
RET-70966045,298,"compact monitor",1173.51
RET-70966045,941,"interactive blocks",1382.61
RET-70966045,894,"rustic table",282.09
RET-34788646,1099,"elegant lamp",944.0
RET-34788646,875,"durable jacket",753.9
RET-34788646,797,"portable headphones",303.57
RET-78019490,792,"educational blocks",123.45
RET-78019490,878,"rustic chair",428.72
RET-78019490,285,"smart speaker",2207.75
RET-78019490,25,"fun puzzle",458.32
RET-78019490,1010,"modern anthology",1222.04
RET-78019490,1252,"classic anthology",1147.5
RET-78019490,502,"cozy rug",516.1
RET-17355687,39,"elegant rug",387.18
RET-17355687,956,"comfortable shirt",703.98
RET-69563084,709,"elegant lamp",329.42
RET-69563084,708,"compact monitor",1024.44
RET-69563084,737,"cozy chair",114.14
RET-69563084,643,"cozy chair",1060.44
RET-69563084,108,"rustic rug",210.62
RET-61749417,283,"colorful car",318.82
RET-61749417,327,"portable camera",215.95
RET-98504426,747,"comfortable sweater",510.5
RET-30504999,220,"educational car",123.84
RET-30504999,1098,"portable speaker",635.8
RET-30504999,1234,"comfortable jeans",1308.93
RET-30504999,282,"elegant table",1852.92
RET-30504999,508,"educational car",1223.91
RET-30504999,215,"educational car",625.5
RET-49828361,992,"stylish sweater",861.36
RET-49828361,675,"fun puzzle",321.48
RET-49828361,1028,"comfortable shirt",137.09
RET-43484503,495,"smart headphones",335.35
RET-43484503,74,"classic shirt",1250.19
RET-43484503,1160,"modern table",736.55
RET-43484503,376,"durable jeans",1949.6
RET-43484503,984,"elegant table",577.62
RET-79691905,742,"interactive car",79.69
RET-79691905,956,"comfortable shirt",469.32
RET-79691905,687,"portable monitor",235.74
RET-79691905,279,"comfortable shirt",255.2
RET-79691905,218,"modern lamp",485.37
RET-79691905,292,"elegant rug",421.42
RET-79691905,840,"colorful puzzle",337.45
RET-68450055,922,"durable jeans",435.01
RET-36844622,893,"classic novel",34.74
RET-36844622,247,"rustic table",498.5
RET-36844622,1118,"modern rug",769.8
RET-36844622,42,"wireless speaker",688.54
RET-73344135,18,"hardcover guide",68.85
RET-73344135,740,"colorful blocks",665.7
RET-73344135,400,"modern lamp",1014.24
RET-73344135,245,"classic sweater",2112.1
RET-73344135,423,"comfortable shirt",47.8
RET-73344135,1245,"modern memoir",240.75
RET-18497977,235,"portable monitor",267.67
RET-64748853,1161,"stylish sweater",53.25
RET-64748853,683,"classic shirt",502.94
RET-64748853,623,"educational doll",1038.8
RET-64748853,222,"stylish jeans",285.24
RET-64748853,978,"compact speaker",1435.12
RET-64748853,334,"cozy chair",1493.25
RET-30562557,166,"modern guide",384.6
RET-30562557,724,"educational car",978.12
RET-30562557,548,"durable sweater",471.35
RET-30562557,1060,"modern chair",173.83
RET-99404507,291,"illustrated memoir",689.76
RET-99404507,1019,"fun doll",77.72
RET-99404507,338,"interactive blocks",195.35
RET-99404507,749,"elegant lamp",227.98
RET-99404507,1142,"classic anthology",398.44
RET-50758546,569,"elegant rug",294.82
RET-50758546,1116,"smart speaker",275.04
RET-50758546,489,"smart headphones",972.24
RET-50758546,1042,"classic jeans",915.24
RET-50758546,1241,"portable camera",217.05
RET-81064356,872,"comfortable shirt",453.14
RET-81064356,211,"portable camera",571.6
RET-81064356,1116,"smart speaker",275.04
RET-81064356,80,"smart monitor",244.02
RET-81064356,735,"portable headphones",350.38
RET-67885094,198,"cozy table",1313.82
RET-67885094,671,"durable sweater",195.38
RET-67885094,69,"elegant table",1331.44
RET-67885094,46,"interactive puzzle",219.4
RET-67885094,1001,"modern novel",1157.44
RET-67885094,960,"comfortable shirt",360.08
RET-67885094,1083,"cozy chair",849.12
RET-67885094,373,"smart headphones",289.18
RET-67885094,1108,"smart headphones",934.59
RET-57105680,437,"wireless camera",774.88
RET-57105680,735,"portable headphones",350.38
RET-57105680,114,"stylish shirt",278.34
RET-14847514,682,"smart headphones",2341.9
RET-14847514,226,"modern rug",118.28
RET-14847514,104,"rustic chair",326.73
RET-14847514,859,"smart headphones",380.56
RET-14847514,503,"cozy table",1156.65
RET-14847514,440,"modern anthology",1451.12
RET-11312227,1040,"compact camera",419.13
RET-11312227,631,"modern lamp",51.02
RET-11312227,967,"comfortable jeans",594.1
RET-11312227,566,"hardcover memoir",232.23
RET-37263217,1037,"modern novel",146.63
RET-66575819,615,"comfortable sweater",413.6
RET-66575819,932,"wireless speaker",1230.96
RET-66575819,108,"rustic rug",421.24
RET-66575819,160,"fun blocks",918.94
RET-66575819,754,"durable sweater",814.88
RET-66575819,1139,"modern guide",144.24
RET-66575819,630,"comfortable jacket",1973.92
RET-66575819,1058,"comfortable sweater",243.71
RET-93775352,620,"classic novel",59.27
RET-93775352,32,"comfortable sweater",377.48
RET-93775352,822,"stylish shirt",369.3
RET-93775352,25,"fun puzzle",916.64
RET-44737979,1202,"portable headphones",465.44
RET-44737979,1161,"stylish sweater",17.75
RET-70477230,326,"colorful doll",390.89
RET-56971178,347,"cozy rug",256.98
RET-56971178,1279,"classic guide",321.3
RET-56971178,643,"cozy chair",1325.55
RET-56971178,1176,"compact monitor",1505.64
RET-56971178,498,"modern lamp",649.98
RET-56971178,1223,"durable shirt",279.8
RET-56971178,1254,"hardcover novel",1366.8
RET-56971178,364,"classic sweater",354.61
RET-56971178,551,"wireless camera",1159.96
RET-03469100,1128,"classic novel",1084.32
RET-03469100,344,"interactive puzzle",906.4
RET-03469100,136,"rustic chair",423.13
RET-33750259,1077,"durable shirt",662.7
RET-33750259,1150,"portable headphones",712.22
RET-33750259,1059,"educational puzzle",1600.08
RET-33750259,393,"fun blocks",632.58
RET-33750259,226,"modern rug",59.14
RET-33750259,368,"fun doll",972.8
RET-33750259,299,"comfortable shirt",1020.69
RET-33750259,1198,"interactive puzzle",1156.08
RET-25557740,1012,"rustic rug",293.72
RET-07423781,122,"elegant lamp",58.51
RET-07423781,517,"portable speaker",1530.72
RET-08655065,966,"compact speaker",547.75
RET-08655065,1219,"hardcover guide",423.94
RET-08655065,1074,"stylish jeans",545.84
RET-35163506,413,"educational blocks",2030.35
RET-35163506,1051,"portable camera",1597.24
RET-35163506,1211,"interactive doll",465.24
RET-35163506,124,"classic jeans",1110.39
RET-35163506,1043,"classic shirt",201.8
RET-09740179,1181,"rustic table",895.1
RET-09740179,1281,"fun puzzle",44.1
RET-09740179,246,"interactive car",966.68
RET-09740179,1161,"stylish sweater",17.75
RET-09740179,687,"portable monitor",471.48
RET-09740179,977,"comfortable shirt",1588.68
RET-07192607,1154,"colorful puzzle",826.76
RET-07192607,286,"interactive blocks",436.08
RET-07192607,650,"elegant rug",385.78
RET-07192607,205,"wireless headphones",1638.55
RET-07192607,609,"rustic table",406.29
RET-07192607,1270,"modern table",97.82
RET-16214053,706,"educational car",37.28
RET-16214053,883,"rustic chair",17.08
RET-24132662,346,"compact speaker",70.43
RET-24132662,406,"compact monitor",86.03
RET-24132662,900,"hardcover novel",1002.45
RET-24132662,875,"durable jacket",251.3
RET-24132662,316,"portable monitor",15.62
RET-24132662,23,"elegant rug",435.59
RET-24132662,934,"cozy rug",554.22
RET-92230997,53,"durable sweater",537.08
RET-92230997,1187,"hardcover anthology",917.85
RET-92230997,673,"wireless headphones",304.77
RET-93046958,898,"fun blocks",126.62
RET-93046958,437,"wireless camera",1549.76
RET-93046958,493,"comfortable jacket",453.81
RET-93046958,849,"elegant chair",39.0
RET-93046958,697,"cozy table",950.05
RET-93046958,588,"classic sweater",1522.65
RET-44134443,933,"modern table",603.28
RET-44134443,909,"illustrated memoir",723.36
RET-44134443,818,"compact monitor",920.2
RET-44134443,776,"educational car",1271.79
RET-49826119,47,"modern guide",640.65
RET-49826119,764,"modern memoir",376.09
RET-49826119,776,"educational car",847.86
RET-49826119,1021,"classic shirt",104.42
RET-78766210,1118,"modern rug",384.9
RET-78766210,1027,"durable jacket",1437.6
RET-78766210,461,"cozy rug",109.72
RET-78766210,471,"colorful doll",486.04
RET-78766210,836,"hardcover guide",1384.29
RET-45451150,779,"fun puzzle",380.76
RET-45451150,796,"elegant table",316.63
RET-45451150,274,"colorful blocks",873.69
RET-52591808,1122,"cozy chair",251.36
RET-52591808,764,"modern memoir",1128.27
RET-52591808,1165,"interactive puzzle",923.52
RET-52591808,17,"elegant rug",1129.92
RET-52591808,866,"wireless camera",520.98
RET-52591808,702,"smart headphones",92.64
RET-52591808,644,"classic sweater",749.6
RET-52591808,609,"rustic table",1218.87
RET-52591808,148,"colorful puzzle",300.48
RET-52591808,344,"interactive puzzle",2266.0
RET-25174518,564,"elegant chair",24.52
RET-25174518,937,"modern guide",1375.6
RET-25174518,205,"wireless headphones",655.42
RET-25174518,759,"wireless headphones",753.6
RET-25174518,380,"elegant table",965.44
RET-25174518,450,"portable monitor",820.23
RET-25174518,957,"colorful puzzle",647.3
RET-25174518,550,"wireless camera",406.38
RET-25174518,10,"interactive doll",1244.52
RET-25174518,954,"classic anthology",1416.85
RET-07332366,429,"interactive blocks",393.84
RET-09013551,464,"wireless camera",358.1
RET-09013551,1203,"hardcover anthology",306.16
RET-20945479,734,"fun car",272.41
RET-20945479,1119,"classic novel",344.31
RET-20945479,1033,"stylish shirt",1433.88
RET-20945479,573,"colorful blocks",1312.84
RET-41578902,1049,"wireless monitor",1243.35
RET-41578902,1023,"elegant chair",444.96
RET-41578902,26,"fun blocks",195.2
RET-41578902,739,"smart monitor",349.45
RET-41578902,1170,"rustic chair",369.26
RET-41578902,538,"cozy table",417.26
RET-99512215,826,"wireless camera",915.48
RET-99512215,723,"hardcover novel",282.4
RET-99512215,866,"wireless camera",173.66
RET-99512215,1019,"fun doll",77.72
RET-99512215,1117,"compact speaker",193.86
RET-99512215,548,"durable sweater",1885.4
RET-99512215,716,"comfortable jacket",195.6
RET-99512215,210,"durable sweater",1140.84
RET-71580570,634,"educational doll",49.12
RET-71580570,747,"comfortable sweater",510.5
RET-71580570,609,"rustic table",1625.16
RET-71580570,99,"hardcover anthology",519.06
RET-71580570,929,"educational car",20.4
RET-71580570,484,"cozy lamp",1188.72
RET-71580570,915,"hardcover memoir",920.07
RET-71580570,1102,"wireless headphones",858.16
RET-71580570,696,"colorful blocks",804.09
RET-71580570,336,"fun car",945.6
RET-92969966,432,"stylish sweater",1319.64
RET-92969966,99,"hardcover anthology",519.06
RET-92969966,53,"durable sweater",537.08
RET-92969966,879,"fun car",243.08
RET-92969966,712,"compact camera",1108.02
RET-92969966,269,"comfortable jeans",1455.72
RET-92969966,852,"classic anthology",591.54
RET-92969966,113,"cozy rug",231.84
RET-92969966,908,"smart camera",421.4
RET-92457485,860,"modern rug",1038.6
RET-92457485,354,"smart speaker",45.96
RET-92457485,1040,"compact camera",419.13
RET-92457485,888,"educational blocks",2103.05
RET-92457485,641,"comfortable shirt",609.28
RET-92457485,286,"interactive blocks",872.16
RET-92457485,986,"illustrated novel",242.36
RET-91296283,1031,"stylish jeans",1423.65
RET-91296283,883,"rustic chair",34.16
RET-91296283,484,"cozy lamp",792.48
RET-91296283,1175,"illustrated anthology",366.4
RET-91296283,806,"cozy lamp",1643.96
RET-91296283,173,"wireless monitor",1411.56
RET-91296283,1187,"hardcover anthology",305.95
RET-91296283,428,"hardcover memoir",43.8
RET-91296283,567,"hardcover memoir",714.0
RET-91296283,774,"colorful doll",1169.76
RET-36681758,745,"hardcover novel",177.66
RET-13398737,499,"interactive doll",427.27
RET-13398737,834,"rustic chair",1204.92
RET-13398737,896,"cozy rug",14.7
RET-11283573,253,"cozy table",409.09
RET-11283573,235,"portable monitor",535.34
RET-97095404,1020,"educational blocks",340.02
RET-47779431,628,"fun doll",2366.0
RET-47779431,1086,"comfortable sweater",750.25
RET-47779431,1219,"hardcover guide",423.94
RET-47779431,1113,"fun doll",764.74
RET-47779431,506,"wireless headphones",45.4
RET-47779431,107,"modern memoir",935.12
RET-47779431,342,"smart camera",741.18
RET-45119417,960,"comfortable shirt",360.08
RET-97366998,213,"fun puzzle",1845.28
RET-97366998,587,"portable camera",134.85
RET-46254229,90,"smart camera",1164.9
RET-03821700,229,"durable jacket",1062.6
RET-03821700,659,"illustrated anthology",56.16
RET-03821700,919,"colorful car",161.01
RET-03821700,1196,"durable jeans",825.12
RET-74214581,230,"fun car",178.79
RET-04149292,262,"comfortable jeans",228.46
RET-04149292,253,"cozy table",409.09
RET-04149292,167,"classic sweater",160.73
RET-18979262,343,"compact speaker",1367.31
RET-77314043,224,"elegant table",1786.12
RET-77314043,455,"modern novel",1295.22
RET-77314043,350,"cozy lamp",62.62
RET-77314043,1170,"rustic chair",369.26
RET-77314043,535,"modern chair",564.1
RET-77314043,866,"wireless camera",347.32
RET-77314043,546,"elegant lamp",686.12
RET-33110616,99,"hardcover anthology",519.06
RET-33110616,840,"colorful puzzle",337.45
RET-33110616,1094,"comfortable sweater",313.14
RET-19408364,1263,"interactive blocks",459.18
RET-19408364,1165,"interactive puzzle",307.84
RET-19408364,1095,"classic memoir",71.58
RET-19408364,576,"portable monitor",240.69
RET-19408364,346,"compact speaker",140.86
RET-17748218,1207,"interactive puzzle",908.49
RET-48313899,840,"colorful puzzle",337.45
RET-48313899,1186,"compact speaker",461.68
RET-10323121,800,"illustrated guide",365.12
RET-10323121,261,"fun puzzle",192.58
RET-10323121,519,"wireless monitor",339.53
RET-10323121,262,"comfortable jeans",114.23
RET-10323121,50,"illustrated guide",531.34
RET-52255137,1184,"comfortable sweater",566.68
RET-52255137,266,"hardcover guide",160.9
RET-52255137,645,"cozy rug",475.96
RET-52255137,1179,"durable jeans",1995.96
RET-52255137,93,"interactive doll",20.97
RET-52255137,1169,"illustrated guide",878.12
RET-52255137,116,"rustic chair",1204.2
RET-52255137,155,"colorful car",346.85
RET-52255137,796,"elegant table",316.63
RET-62266519,315,"rustic chair",463.14
RET-62266519,146,"wireless headphones",754.47
RET-62266519,238,"classic anthology",331.38
RET-62266519,794,"colorful doll",1472.96
RET-62266519,96,"rustic rug",116.0
RET-62266519,975,"fun doll",48.68
RET-62266519,936,"smart monitor",1198.5
RET-62266519,795,"educational blocks",408.4
RET-62266519,274,"colorful blocks",291.23
RET-78315492,420,"cozy table",262.8
RET-78315492,999,"classic jacket",493.08
RET-78315492,640,"classic shirt",109.86
RET-78315492,842,"smart speaker",571.05
RET-78315492,702,"smart headphones",463.2
RET-78315492,1260,"compact monitor",1020.99
RET-78315492,136,"rustic chair",1692.52
RET-29686774,849,"elegant chair",78.0
RET-29686774,923,"wireless monitor",44.8
RET-29686774,1058,"comfortable sweater",731.13
RET-29686774,811,"durable jeans",338.73
RET-29686774,862,"portable headphones",404.01
RET-29686774,1018,"stylish jacket",1057.04
RET-29686774,980,"fun blocks",1941.5
RET-29686774,578,"colorful doll",625.6
RET-29686774,219,"smart camera",668.07
RET-29686774,1226,"stylish jacket",1176.48
RET-58275563,149,"portable monitor",481.8
RET-58275563,9,"hardcover anthology",233.27
RET-58275563,216,"wireless camera",143.7
RET-58275563,468,"smart headphones",269.71
RET-58275563,991,"modern guide",291.33
RET-43848228,361,"elegant lamp",761.44
RET-43848228,143,"educational blocks",1695.6
RET-43848228,320,"portable speaker",501.8
RET-43848228,217,"portable monitor",68.75
RET-37640360,547,"illustrated anthology",931.6
RET-37640360,39,"elegant rug",1935.9
RET-37640360,606,"stylish jeans",329.96
RET-37640360,422,"wireless monitor",612.84
RET-37640360,939,"elegant table",460.08
RET-37640360,1145,"portable monitor",1131.39
RET-37640360,875,"durable jacket",251.3
RET-37640360,1008,"modern memoir",485.01
RET-37640360,391,"comfortable jeans",570.04
RET-35606173,1132,"elegant rug",56.49
RET-35606173,1139,"modern guide",36.06
RET-35606173,337,"portable headphones",934.42
RET-35606173,232,"classic memoir",402.76
RET-35606173,1152,"modern table",730.56
RET-35606173,65,"fun puzzle",43.32
RET-35606173,694,"educational doll",414.21
RET-22151471,154,"wireless camera",41.8
RET-22151471,15,"stylish sweater",280.76
RET-22151471,327,"portable camera",215.95
RET-22151471,979,"interactive doll",268.63
RET-87413184,998,"compact speaker",107.21
RET-87413184,999,"classic jacket",493.08
RET-87413184,166,"modern guide",961.5
RET-87413184,952,"educational car",76.82
RET-87413184,948,"rustic rug",486.39
RET-87413184,1157,"compact camera",174.74
RET-87413184,264,"hardcover novel",895.65
RET-87413184,744,"modern guide",48.64
RET-87413184,1175,"illustrated anthology",183.2
RET-05757128,302,"stylish shirt",289.8
RET-12811879,366,"illustrated guide",322.62
RET-12811879,670,"modern chair",888.26
RET-56070558,992,"stylish sweater",1292.04
RET-56070558,139,"educational car",161.24
RET-65595432,937,"modern guide",550.24
RET-65595432,274,"colorful blocks",291.23
RET-74518874,150,"classic anthology",764.04
RET-74518874,393,"fun blocks",210.86
RET-74518874,475,"educational car",168.1
RET-74518874,1217,"rustic table",782.43
RET-63475422,536,"classic jacket",869.52
RET-66815578,719,"durable sweater",283.68
RET-66815578,673,"wireless headphones",304.77
RET-66815578,795,"educational blocks",612.6
RET-66815578,593,"colorful blocks",453.64
RET-05774213,599,"rustic lamp",329.64
RET-05774213,1255,"portable headphones",1265.43
RET-90163886,587,"portable camera",269.7
RET-90163886,9,"hardcover anthology",233.27
RET-90163886,1140,"colorful puzzle",963.48
RET-90163886,1154,"colorful puzzle",413.38
RET-90163886,1092,"elegant chair",939.2
RET-90163886,3,"fun car",1139.94
RET-55469406,311,"smart camera",540.54
RET-55469406,971,"rustic table",926.84
RET-78596931,1226,"stylish jacket",1176.48
RET-78596931,928,"stylish jacket",170.28
RET-78596931,973,"colorful blocks",1657.0
RET-78596931,453,"classic jeans",1228.6
RET-78596931,1167,"illustrated memoir",1631.2
RET-24144465,886,"illustrated guide",1194.0
RET-24144465,1158,"durable jacket",320.04
RET-24144465,401,"hardcover novel",968.5
RET-38211475,477,"classic novel",385.0
RET-38211475,409,"fun puzzle",237.99
RET-38211475,161,"classic jacket",494.4
RET-38211475,676,"classic guide",540.0
RET-38211475,233,"hardcover guide",435.4
RET-38211475,213,"fun puzzle",461.32
RET-38211475,1282,"illustrated guide",303.57
RET-38211475,570,"wireless speaker",350.04
RET-61129025,913,"modern guide",2479.2
RET-61129025,493,"comfortable jacket",1815.24
RET-61129025,706,"educational car",37.28
RET-61129025,538,"cozy table",625.89
RET-61129025,862,"portable headphones",538.68
RET-61129025,756,"stylish jeans",573.9
RET-61129025,594,"compact headphones",118.02
RET-61129025,1215,"hardcover memoir",113.4
RET-61129025,96,"rustic rug",46.4
RET-50621455,524,"stylish jacket",1188.32
RET-50621455,972,"smart speaker",979.96
RET-50621455,477,"classic novel",385.0
RET-50621455,868,"stylish jacket",374.12
RET-50621455,535,"modern chair",564.1
RET-50621455,687,"portable monitor",235.74
RET-50621455,1054,"rustic chair",1306.92
RET-50621455,435,"colorful car",1185.44
RET-50621455,138,"compact headphones",538.14
RET-50621455,315,"rustic chair",926.28
RET-12734263,117,"compact monitor",544.28
RET-12734263,1095,"classic memoir",35.79
RET-85158761,127,"illustrated anthology",325.44
RET-85158761,212,"comfortable jacket",535.08
RET-85158761,1213,"interactive car",341.9
RET-43867381,887,"elegant table",1123.2
RET-43867381,1119,"classic novel",688.62
RET-43867381,86,"wireless headphones",300.5
RET-43867381,775,"hardcover anthology",293.52
RET-43867381,225,"fun doll",1478.6
RET-43867381,525,"colorful car",790.68
RET-43867381,373,"smart headphones",1156.72
RET-43867381,971,"rustic table",1853.68
RET-39322826,991,"modern guide",291.33
RET-39322826,992,"stylish sweater",430.68
RET-13792401,25,"fun puzzle",458.32
RET-13792401,545,"classic shirt",150.35
RET-13792401,454,"smart headphones",356.0
RET-51057001,173,"wireless monitor",1764.45
RET-20590012,971,"rustic table",463.42
RET-20590012,1173,"compact speaker",362.73
RET-20590012,410,"cozy chair",678.78
RET-20590012,535,"modern chair",112.82
RET-20590012,114,"stylish shirt",417.51
